QuestionID,Question,SentenceID,Sentence,Label
Q14662,what is the truth in negotiations act act,S14662,"On 4 July 2012, the European Parliament rejected the agreement in plenary session, with 478 voting against the treaty, 39 in favour and 165 MEPs abstaining.",0
Q14663,what is max gross weight for 2004 international semi truck,S14663,FAW semi-trailer truck in China,0
Q14664,what is max gross weight for 2004 international semi truck,S14664,Tractor with side dump trailer semi-trailer,0
Q14665,what is max gross weight for 2004 international semi truck,S14665,A tractor with an auto-transport semi-trailer .,0
Q14666,what is max gross weight for 2004 international semi truck,S14666,Semi-trailer truck with sleeper behind the cab.,0
Q14667,what is max gross weight for 2004 international semi truck,S14667,"A semi-trailer truck is an articulated vehicle that consists of a towing engine , known as a tractor in the United States and truck in many other places, attached to one or more semi-trailers to carry freight.",0
Q14668,what is max gross weight for 2004 international semi truck,S14668,"It is also known as a transport in Canada, prime mover in Australia , semi, tractor-trailer, truck and trailer, transfer truck, 18-wheeler, mack truck , big rig in the United States, or artic , short for articulated lorry, in Britain and Ireland.",0
Q14669,what is max gross weight for 2004 international semi truck,S14669,"A semi-trailer does not trail completely behind the towing vehicle, but is attached at a point that is just forward of the rear-most axle of the towing unit.",0
Q14670,what is max gross weight for 2004 international semi truck,S14670,This is done so that a fraction of the weight of the trailer is carried by the prime mover.,0
Q14671,what is max gross weight for 2004 international semi truck,S14671,This arrangement means that both tractor and semi-trailer will have a distinctly different design than a rigid truck and trailer.,0
Q14672,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14672,"The Pittsburgh Steelers are a professional football team based in Pittsburgh , Pennsylvania.",0
Q14673,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14673,The team currently belongs to the North Division of the American Football Conference (AFC) in the National Football League (NFL).,0
Q14674,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14674,"Founded in , the Steelers are the oldest franchise in the AFC.",0
Q14675,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14675,"Pittsburgh has won more Super Bowl titles (six), won more AFC Championship Games (eight) and played in (fifteen) and hosted more (eleven) conference championship games than any other AFC or NFC team.",0
Q14676,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14676,The Steelers share the record for most Super Bowl appearances with the Dallas Cowboys (eight).,0
Q14677,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14677,"The Steelers won their most recent championship, Super Bowl XLIII , on February 1, 2009.",0
Q14678,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14678,"The Steelers were founded as the Pittsburgh Pirates on July 8, 1933, by Art Rooney , taking its original name from the baseball team of the same name , as was common practice for NFL teams to do at the time.",0
Q14679,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14679,The ownership of the Steelers has remained within the Rooney family since its founding.,0
Q14680,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14680,"The current owner is Art's son, Dan Rooney , who has given much control of the franchise to his son Art Rooney II .",0
Q14681,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14681,"Long one of the NFL's flagship teams, the Steelers enjoy a large, widespread fanbase nicknamed Steeler Nation .",0
Q14682,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14682,"The Steelers currently play their home games at Heinz Field on Pittsburgh's North Side in the North Shore neighborhood, which also hosts the University of Pittsburgh Panthers .",0
Q14683,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14683,"Built in 2001, the stadium replaced Three Rivers Stadium which hosted the Steelers for 31 seasons.",0
Q14684,who was the quarterbacks in the super bowl between the steelers nd the cowboys,S14684,"Prior to Three Rivers, the Steelers had played their games in Pitt Stadium and Forbes Field .",0
Q14685,what is flour made from,S14685,Three different kinds of wheat and rye flour,0
Q14686,what is flour made from,S14686,"Flour is a powder which is made by grinding cereal grains , or other seeds or roots (like Cassava ).",1
Q14687,what is flour made from,S14687,"It is the main ingredient of bread , which is a staple food for many cultures, making the availability of adequate supplies of flour a major economic and political issue at various times throughout history.",0
Q14688,what is flour made from,S14688,"Wheat flour is one of the most important foods in European , North American , Middle Eastern , Indian and North African cultures, and is the defining ingredient in most of their styles of breads and pastries .",0
Q14689,what is flour made from,S14689,"While wheat is the most common base for flour, corn flour has been important in Mesoamerican cuisine since ancient times, and remains a staple throughout the Americas .",0
Q14690,what is flour made from,S14690,"Rye flour is an important constituent of bread in much of central Europe, and rice can also be used in flour, though this is relatively uncommon.",0
Q14691,what is my resting heart rate at age 24,S14691,"Heart rate is the number of heartbeats per unit of time , typically expressed as beats per minute ( bpm ).",0
Q14692,what is my resting heart rate at age 24,S14692,"Heart rate can vary as the body's need to absorb oxygen and excrete carbon dioxide changes, such as during physical exercise , sleep , illness, or as a result of ingesting drugs :",1
Q14693,what is my resting heart rate at age 24,S14693,Central nervous system stimulants such as amphetamines increase heart rate.,0
Q14694,what is my resting heart rate at age 24,S14694,"Central nervous system depressants or sedatives decreases the heart rate (apart from some particularly strange ones with equally strange effects, such as ketamine which can cause - amongst many other things - stimulant-like effects such as tachycardia ).",0
Q14695,what is my resting heart rate at age 24,S14695,There are many ways in which the heart rate speeds up or slows down.,0
Q14696,what is my resting heart rate at age 24,S14696,"Most involve stimulant-like endorphins and hormones being released in the brain, many of which are those that are 'forced'/'enticed' out by the ingestion and processing of drugs.",0
Q14697,what is my resting heart rate at age 24,S14697,"Due to individuals having a constant blood volume, one of the physiological ways to deliver more oxygen to an organ is to increase heart rate to permit blood to pass by the organ more often.",0
Q14698,what is my resting heart rate at age 24,S14698,Normal resting heart rates range from 60-100 bpm.,0
Q14699,what is my resting heart rate at age 24,S14699,Bradycardia is defined as a resting heart rate below 60 bpm.,0
Q14700,what is my resting heart rate at age 24,S14700,"However, heart rates from 50 to 60 bpm are common among healthy people and do not necessarily require special attention.",0
Q14701,what is my resting heart rate at age 24,S14701,"Tachycardia is defined as a resting heart rate above 100 bpm, though persistent rest rates between 80-100 bpm, mainly if they are present during sleep, may be signs of hyperthyroidism or anemia (see below).",0
Q14702,what is the name for an old horse-drawn vehicle,S14702,"Catherine II 's carved, painted and gilded Coronation Coach ( Hermitage Museum )",0
Q14703,what is the name for an old horse-drawn vehicle,S14703,"A carriage is a wheeled vehicle for people, usually horse-drawn; litters (palanquins) and sedan chairs are excluded, since they are wheelless vehicles.",1
Q14704,what is the name for an old horse-drawn vehicle,S14704,"The carriage is especially designed for private passenger use and for comfort or elegance, though some are also used to transport goods.",0
Q14705,what is the name for an old horse-drawn vehicle,S14705,"It may be light, smart and fast or heavy, large and comfortable.",0
Q14706,what is the name for an old horse-drawn vehicle,S14706,"Carriages normally have suspension using leaf springs , elliptical springs (in the 19th century) or leather strapping.",0
Q14707,what is the name for an old horse-drawn vehicle,S14707,"A public passenger vehicle would not usually be called a carriage – terms for such include stagecoach , charabanc and omnibus .",0
Q14708,what is the name for an old horse-drawn vehicle,S14708,"Working vehicles such as the (four-wheeled) wagon and (two-wheeled) cart share important parts of the history of the carriage, as is the fast (two-wheeled) chariot .",0
Q14709,where was the tsunami in 2005,S14709,"The 2004 Indian Ocean earthquake was an undersea megathrust earthquake that occurred at 00:58:53 UTC on Sunday, 26 December 2004, with an epicentre off the west coast of Sumatra , Indonesia.",1
Q14710,where was the tsunami in 2005,S14710,The quake itself is known by the scientific community as the Sumatra–Andaman earthquake.,0
Q14711,where was the tsunami in 2005,S14711,"The resulting tsunami was given various names, including the 2004 Indian Ocean tsunami, South Asian tsunami, Indonesian tsunami, and the Boxing Day tsunami.",0
Q14712,where was the tsunami in 2005,S14712,"The earthquake was caused by subduction and triggered a series of devastating tsunamis along the coasts of most landmasses bordering the Indian Ocean, killing over 230,000 people in fourteen countries, and inundating coastal communities with waves up to high.",0
Q14713,where was the tsunami in 2005,S14713,It was one of the deadliest natural disasters in recorded history .,0
Q14714,where was the tsunami in 2005,S14714,"Indonesia was the hardest-hit country, followed by Sri Lanka , India , and Thailand .",0
Q14715,where was the tsunami in 2005,S14715,"With a magnitude of Mw 9.1–9.3, it is the third largest earthquake ever recorded on a seismograph .",0
Q14716,where was the tsunami in 2005,S14716,"The earthquake had the longest duration of faulting ever observed, between 8.3 and 10 minutes.",0
Q14717,where was the tsunami in 2005,S14717,It caused the entire planet to vibrate as much as and triggered other earthquakes as far away as Alaska .,0
Q14718,where was the tsunami in 2005,S14718,Its epicentre was between Simeulue and mainland Indonesia.,0
Q14719,where was the tsunami in 2005,S14719,The plight of the affected people and countries prompted a worldwide humanitarian response .,0
Q14720,where was the tsunami in 2005,S14720,"In all, the worldwide community donated more than $14 billion (2004 US$) in humanitarian aid.",0
Q14721,what is the source of geothermal energy,S14721,Steam rising from the Nesjavellir Geothermal Power Station in Iceland .,0
Q14722,what is the source of geothermal energy,S14722,Geothermal energy is thermal energy generated and stored in the Earth.,0
Q14723,what is the source of geothermal energy,S14723,Thermal energy is the energy that determines the temperature of matter.,0
Q14724,what is the source of geothermal energy,S14724,The Geothermal energy of the Earth's crust originates from the original formation of the planet (20%) and from radioactive decay of minerals (80%).,1
Q14725,what is the source of geothermal energy,S14725,"The geothermal gradient , which is the difference in temperature between the core of the planet and its surface, drives a continuous conduction of thermal energy in the form of heat from the core to the surface.",0
Q14726,what is the source of geothermal energy,S14726,"The adjective geothermal originates from the Greek roots γη (ge), meaning earth, and θερμος (thermos), meaning hot.",0
Q14727,what is the source of geothermal energy,S14727,"At the core of the Earth, thermal energy is created by radioactive decay and temperatures may reach over 5000 °C (9,000 °F).",0
Q14728,what is the source of geothermal energy,S14728,Heat conducts from the core to surrounding cooler rock.,0
Q14729,what is the source of geothermal energy,S14729,"The high temperature and pressure cause some rock to melt, creating magma convection upward since it is lighter than the solid rock.",0
Q14730,what is the source of geothermal energy,S14730,"The magma heats rock and water in the crust, sometimes up to 370 °C (700 °F).",0
Q14731,what is the source of geothermal energy,S14731,"From hot springs , geothermal energy has been used for bathing since Paleolithic times and for space heating since ancient Roman times, but it is now better known for electricity generation .",0
Q14732,what is the source of geothermal energy,S14732,"Worldwide, about 10,715 megawatts (MW) of geothermal power is online in 24 countries.",0
Q14733,what is the source of geothermal energy,S14733,"An additional 28 gigawatts of direct geothermal heating capacity is installed for district heating, space heating, spas, industrial processes, desalination and agricultural applications.",0
Q14734,what is the source of geothermal energy,S14734,"Geothermal power is cost effective, reliable, sustainable, and environmentally friendly, but has historically been limited to areas near tectonic plate boundaries .",0
Q14735,what is the source of geothermal energy,S14735,"Recent technological advances have dramatically expanded the range and size of viable resources, especially for applications such as home heating, opening a potential for widespread exploitation.",0
Q14736,what is the source of geothermal energy,S14736,"Geothermal wells release greenhouse gases trapped deep within the earth, but these emissions are much lower per energy unit than those of fossil fuels.",0
Q14737,what is the source of geothermal energy,S14737,"As a result, geothermal power has the potential to help mitigate global warming if widely deployed in place of fossil fuels.",0
Q14738,what is the source of geothermal energy,S14738,"The Earth's geothermal resources are theoretically more than adequate to supply humanity's energy needs, but only a very small fraction may be profitably exploited.",0
Q14739,what is the source of geothermal energy,S14739,Drilling and exploration for deep resources is very expensive.,0
Q14740,what is the source of geothermal energy,S14740,"Forecasts for the future of geothermal power depend on assumptions about technology, energy prices, subsidies, and interest rates.",0
Q14741,what is the source of geothermal energy,S14741,Pilot programs like EWEB's customer opt in Green Power Program show that customers would be willing to pay a little more for a renewable energy source like geothermal.,0
Q14742,what is the source of geothermal energy,S14742,"But as a result of government assisted research and industry experience, the cost of generating geothermal power has decreased by 25% over the past two decades.",0
Q14743,what is the source of geothermal energy,S14743,"In 2001, geothermal energy cost between two and ten cents per kwh.",0
Q14744,what is cubic ft,S14744,"The term cubic foot is an Imperial and US customary (non- metric ) unit of volume , used in the United States and the United Kingdom.",1
Q14745,what is cubic ft,S14745,It is defined as the volume of a cube with sides of one foot (0.3048 m) in length .,0
Q14746,what is cubic ft,S14746,To calculate cubic feet multiply length X width X height.,0
Q14747,who was ho chi minh in vietnam war,S14747,"Hồ Chí Minh (Northern Vietnamese pronunciation : , Southern Vietnamese pronunciation : ); 19 May 1890 – 2 September 1969), born Nguyễn Sinh Cung and also known as Nguyễn Tất Thành and Nguyễn Ái Quốc, was a Vietnamese communist revolutionary leader who was prime minister (1945–1955) and president (1945–1969) of the Democratic Republic of Vietnam (North Vietnam).",0
Q14748,who was ho chi minh in vietnam war,S14748,"He was a key figure in the foundation of the Democratic Republic of Vietnam in 1945, as well as the People’s Army of Vietnam (PAVN) and the Việt Cộng (NLF or VC) during the Vietnam War .",1
Q14749,who was ho chi minh in vietnam war,S14749,"He led the Việt Minh independence movement from 1941 onward, establishing the communist -ruled Democratic Republic of Vietnam in 1945 and defeating the French Union in 1954 at the battle of Điện Biên Phủ .",0
Q14750,who was ho chi minh in vietnam war,S14750,"He officially stepped down from power in 1955 due to health problems, but remained a highly visible figurehead and inspiration for those Vietnamese fighting for his cause—a united, communist Vietnam—until his death.",0
Q14751,who was ho chi minh in vietnam war,S14751,"After the war, Saigon, capital of the Republic of Vietnam , was renamed Hồ Chí Minh City .",0
Q14752,where was All roads lead home filmed,S14752,"All Roads Lead Home is a feature film released on September 26, 2008.",0
Q14753,where was All roads lead home filmed,S14753,"Directed by Dennis Fallon, it stars Peter Boyle , Patton Oswalt , Jason London , Vivien Cardone , Vanessa Branch , Peter Coyote , Stephen Milton , and Allan Kayser .",0
Q14754,where was All roads lead home filmed,S14754,"The movie was filmed in and around Kansas City, Missouri .",0
Q14755,where was All roads lead home filmed,S14755,The movie made its World Premiere January 27 at the Santa Barbara International Film Festival.,0
Q14756,where was All roads lead home filmed,S14756,"The film has also recently been in several film festivals, and has received bad reviews.",0
Q14757,where was All roads lead home filmed,S14757,Peter Boyle died before the movie's release.,0
Q14758,where was All roads lead home filmed,S14758,It was the last movie he appeared in.,0
Q14759,what is the california sales taxes,S14759,Sales taxes in the United States are taxes placed on the sale or lease of goods and services in the United States .,0
Q14760,what is the california sales taxes,S14760,"While no national general sales tax exists, the federal government levies several national selective sales taxes on the sale or lease of particular goods and services.",0
Q14761,what is the california sales taxes,S14761,"Furthermore, forty-five states, the District of Columbia, and Guam impose general sales taxes that apply to the sale or lease of most goods and some services, and states also may levy selective sales taxes on the sale or lease of particular goods or services.",0
Q14762,what is the california sales taxes,S14762,States may also delegate to local governments the authority to impose additional general or selective sales taxes.,0
Q14763,what is the california sales taxes,S14763,Sales tax is calculated by multiplying the purchase price by the applicable tax rate.,0
Q14764,what is the california sales taxes,S14764,Tax rates vary widely by jurisdiction and range from less than 1% to over 10%.,0
Q14765,what is the california sales taxes,S14765,Sales tax is collected by the seller at the time of sale.,0
Q14766,what is the california sales taxes,S14766,Use tax is self assessed by a buyer who has not paid sales tax on a taxable purchase.,0
Q14767,what is the california sales taxes,S14767,"Unlike the value added tax , a sales tax is imposed only once, at the retail level.",0
Q14768,what is the california sales taxes,S14768,"However, in cases where items are sold at retail more than once, such as used cars, the sales tax can be charged on the same item indefinitely.",0
Q14769,what is the california sales taxes,S14769,The definition of retail sales and what goods and services are taxable vary among the states.,0
Q14770,what is the california sales taxes,S14770,"Nearly all jurisdictions provide numerous categories of goods and services that are exempt from sales tax, or taxed at reduced rates.",0
Q14771,what is the california sales taxes,S14771,The purchase of goods for further manufacture or for resale is uniformly exempt from sales tax.,0
Q14772,what is the california sales taxes,S14772,"Most jurisdictions exempt food sold in grocery stores, prescription medications, and many agricultural supplies.",0
Q14773,what is the california sales taxes,S14773,"Sales taxes, including those imposed by local governments, are generally administered at the state level.",0
Q14774,what is the california sales taxes,S14774,"States imposing sales tax require retail sellers to collect tax from customers, file returns, and remit the tax to the state.",0
Q14775,what is the california sales taxes,S14775,Procedural rules vary widely.,0
Q14776,what is the california sales taxes,S14776,Sellers generally must collect tax from in-state purchasers unless the purchaser provides an exemption certificate.,0
Q14777,what is the california sales taxes,S14777,Most states allow or require electronic remittance.,0
Q14778,what is another name for cpu,S14778,"A central processing unit (CPU), also referred to as a central processor unit, is the hardware within a computer that carries out the instructions of a computer program by performing the basic arithmetical, logical, and input/output operations of the system.",1
Q14779,what is another name for cpu,S14779,The term has been in use in the computer industry at least since the early 1960s.,0
Q14780,what is another name for cpu,S14780,"The form, design , and implementation of CPUs have changed over the course of their history, but their fundamental operation remains much the same.",0
Q14781,what is another name for cpu,S14781,A computer can have more than one CPU; this is called multiprocessing .,0
Q14782,what is another name for cpu,S14782,Some integrated circuits (ICs) can contain multiple CPUs on a single chip; those ICs are called multi-core processors .,0
Q14783,what is another name for cpu,S14783,"Two typical components of a CPU are the arithmetic logic unit (ALU), which performs arithmetic and logical operations, and the control unit (CU), which extracts instructions from memory and decodes and executes them, calling on the ALU when necessary.",0
Q14784,what is another name for cpu,S14784,Not all computational systems rely on a central processing unit.,0
Q14785,what is another name for cpu,S14785,"An array processor or vector processor has multiple parallel computing elements, with no one unit considered the ""center"".",0
Q14786,what is another name for cpu,S14786,"In the distributed computing model, problems are solved by a distributed interconnected set of processors.",0
Q14787,what is RFID equipment,S14787,RFID chip next to a grain of rice.,0
Q14788,what is RFID equipment,S14788,This chip contains a radio-frequency electromagnetic field coil that modulates an external magnetic field to transfer a coded identification number when queried by a reader device.,0
Q14789,what is RFID equipment,S14789,"This small type is incorporated in consumer products, and implanted in pets, for identification purposes.",0
Q14790,what is RFID equipment,S14790,"Radio-frequency identification (RFID) is the wireless non-contact use of radio-frequency electromagnetic fields to transfer data, for the purposes of automatically identifying and tracking tags attached to objects.",0
Q14791,what is RFID equipment,S14791,The tags contain electronically stored information.,0
Q14792,what is RFID equipment,S14792,Some tags are powered and read at short ranges (a few meters) via magnetic fields ( electromagnetic induction ).,0
Q14793,what is RFID equipment,S14793,"Others use a local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies).",0
Q14794,what is RFID equipment,S14794,Battery powered tags may operate at hundreds of meters.,0
Q14795,what is RFID equipment,S14795,"Unlike a bar code , the tag does not necessarily need to be within line of sight of the reader, and may be embedded in the tracked object.",0
Q14796,what is RFID equipment,S14796,RFID tags are used in many industries.,0
Q14797,what is RFID equipment,S14797,An RFID tag attached to an automobile during production can be used to track its progress through the assembly line.,0
Q14798,what is RFID equipment,S14798,Pharmaceuticals can be tracked through warehouses.,0
Q14799,what is RFID equipment,S14799,"Livestock and pets may have tags injected , allowing positive identification of the animal.",0
Q14800,what is RFID equipment,S14800,"Since RFID tags can be attached to clothing, possessions, or even implanted within people , the possibility of reading personally-linked information without consent has raised privacy concerns.",0
Q14801,what is comp time in disd,S14801,Overtime is the amount of time someone works beyond normal working hours.,0
Q14802,what is comp time in disd,S14802,Normal hours may be determined in several ways:,0
Q14803,what is comp time in disd,S14803,"by custom (what is considered healthy or reasonable by society),",0
Q14804,what is comp time in disd,S14804,"by practices of a given trade or profession,",0
Q14805,what is comp time in disd,S14805,"by legislation,",0
Q14806,what is comp time in disd,S14806,by agreement between employers and workers or their representatives.,0
Q14807,what is comp time in disd,S14807,Most nations have overtime labor laws designed to dissuade or prevent employers from forcing their employees to work excessively long hours.,0
Q14808,what is comp time in disd,S14808,"These laws may take into account other considerations than the humanitarian, such as preserving the health of workers so that they may continue to be productive, or increasing the overall level of employment in the economy.",0
Q14809,what is comp time in disd,S14809,One common approach to regulating overtime is to require employers to pay workers at a higher hourly rate for overtime work.,0
Q14810,what is comp time in disd,S14810,"Companies may choose to pay workers higher overtime pay even if not obliged to do so by law, particularly if they believe that they face a backward bending supply curve of labour .",0
Q14811,what is comp time in disd,S14811,Overtime pay rates can cause workers to work longer hours than they would at a flat hourly rate.,0
Q14812,what is comp time in disd,S14812,"Overtime laws, attitudes toward overtime and hours of work vary greatly from country to country and between different economic sectors.",0
Q14813,What is the main disadvantage of using algorithms,S14813,Visualization of links between pages on a wiki using a force-directed layout.,0
Q14814,What is the main disadvantage of using algorithms,S14814,Force-directed graph drawing algorithms are a class of algorithms for drawing graphs in an aesthetically pleasing way.,0
Q14815,What is the main disadvantage of using algorithms,S14815,"Their purpose is to position the nodes of a graph in two-dimensional or three-dimensional space so that all the edges are of more or less equal length and there are as few crossing edges as possible, by assigning forces among the set of edges and the set of nodes, based on their relative positions, and then using these forces either to simulate the motion of the edges and nodes or to minimize their energy.",0
Q14816,What is the main disadvantage of using algorithms,S14816,"While graph drawing can be a difficult problem, force-directed algorithms, being physical simulations, usually require no special knowledge about graph theory such as planarity .",0
Q14817,what is lost purchasing power,S14817,Purchasing power (sometimes retroactively called adjusted for inflation) is the amount of goods or services that can be purchased with a unit of currency .,0
Q14818,what is lost purchasing power,S14818,"For example, if you had taken one dollar to a store in the 1950s, you would have been able to buy a greater number of items than you would today, indicating that you would have had a greater purchasing power in the 1950s.",0
Q14819,what is lost purchasing power,S14819,"Currency can be either a commodity money , like gold or silver , or fiat currency , or free-floating market-valued currency like US dollars .",0
Q14820,what is lost purchasing power,S14820,"As Adam Smith noted, having money gives one the ability to ""command"" others' labor , so purchasing power to some extent is power over other people, to the extent that they are willing to trade their labor or goods for money or currency .",0
Q14821,what is lost purchasing power,S14821,"If one's monetary income stays the same, but the price level increases, the purchasing power of that income falls.",0
Q14822,what is lost purchasing power,S14822,Inflation does not always imply falling purchasing power of one's money income since it may rise faster than the price level.,0
Q14823,what is lost purchasing power,S14823,A higher real income means a higher purchasing power since real income refers to the income adjusted for inflation.,0
Q14824,what is lost purchasing power,S14824,"For a price index , its value in the base year is usually normalized to a value of 100.",0
Q14825,what is lost purchasing power,S14825,"The purchasing power of a unit of currency, say a dollar, in a given year, expressed in dollars of the base year, is 100/P, where P is the price index in that year.",0
Q14826,what is lost purchasing power,S14826,"So, by definition the purchasing power of a dollar decreases as the price level rises.",0
Q14827,what is lost purchasing power,S14827,"The purchasing power in today's money of an amount C of money, t years into the future, can be computed with the formula for the present value :",0
Q14828,what is lost purchasing power,S14828,where in this case i is an assumed future annual inflation rate .,0
Q14829,what is the primary language of South Korea,S14829,Education in South Korea is viewed as being crucial for success and competition is consequently very heated and fierce.,0
Q14830,what is the primary language of South Korea,S14830,A central administration oversees the process for the education of children from kindergarten to the third and final year of high school .,0
Q14831,what is the primary language of South Korea,S14831,"Mathematics , science , Korean , English , and social studies are generally considered to be the most important subjects.",0
Q14832,what is the primary language of South Korea,S14832,"Normally physical education is not considered important as it is not recognised, by the generally academic elitist South Korean populace, as education and therefore many schools lack high-quality gymnasiums and varsity athletics.",0
Q14833,what is the primary language of South Korea,S14833,"South Korea was the first country in the world to provide high-speed internet access to all primary, junior, and high schools.",0
Q14834,what is the primary language of South Korea,S14834,"Although South Korean students often rank highly on international comparative assessments when compared to students of most Western education systems, the South Korean education system is criticised for emphasising too much upon passive learning and memorisation.",0
Q14835,what is the primary language of South Korea,S14835,The South Korean education system is rather notably strict and overly structured as compared to its counterparts in most Western societies.,0
Q14836,what is the primary language of South Korea,S14836,"Also, the prevalence of non-school for-profit private institutes such as academies or cram-schools ( Hagwon [학원]), which too emphasise on passive memorisation, as opposed to conceptual understanding, in students are criticised as a major social problem.",0
Q14837,who was charged with murder after the massacre at My lai,S14837,"The My Lai Massacre ( , ; , , or ) was the Vietnam War mass murder of between 347 and 504 unarmed civilians in South Vietnam on March 16, 1968, by United States Army soldiers of ""Charlie"" Company of 1st Battalion , 20th Infantry Regiment , 11th Brigade of the Americal Division .",0
Q14838,who was charged with murder after the massacre at My lai,S14838,"Victims included women, men, children, and infants.",0
Q14839,who was charged with murder after the massacre at My lai,S14839,Some of the women were gang-raped and their bodies were later found to be mutilated and many women were allegedly raped prior to the killings.,0
Q14840,who was charged with murder after the massacre at My lai,S14840,"While 26 U.S. soldiers were initially charged with criminal offenses for their actions at Mỹ Lai, only Second Lieutenant William Calley , a platoon leader in Charlie Company, was convicted.",1
Q14841,who was charged with murder after the massacre at My lai,S14841,"Found guilty of killing 22 villagers, he was originally given a life sentence, but only served three and a half years under house arrest.",0
Q14842,who was charged with murder after the massacre at My lai,S14842,The massacre took place in the hamlets of My Lai and My Khe of Son My village.,0
Q14843,who was charged with murder after the massacre at My lai,S14843,"The event is also known as the Son My Massacre, especially in the Vietnamese state media.",0
Q14844,who was charged with murder after the massacre at My lai,S14844,"The U.S. military codeword for the ""Viet Cong stronghold"" was ""Pinkville"".",0
Q14845,who was charged with murder after the massacre at My lai,S14845,The incident prompted global outrage when it became public knowledge in 1969.,0
Q14846,who was charged with murder after the massacre at My lai,S14846,The massacre also increased domestic opposition to the U.S. involvement in the Vietnam War .,0
Q14847,who was charged with murder after the massacre at My lai,S14847,Three U.S. servicemen who had tried to halt the massacre and protect the wounded were initially denounced by several U.S. Congressmen as traitors.,0
Q14848,who was charged with murder after the massacre at My lai,S14848,They received hate mail and death threats and found mutilated animals on their doorsteps.,0
Q14849,who was charged with murder after the massacre at My lai,S14849,The three were later widely praised and decorated by the Army for their heroic actions.,0
Q14850,who were the hijackers in 9-11,S14850,"The hijackers in the September 11 attacks were 19 men affiliated with al-Qaeda , and 15 of the 19 were citizens of Saudi Arabia .",0
Q14851,who were the hijackers in 9-11,S14851,"Others were from Egypt , Lebanon , and the UAE .",0
Q14852,who were the hijackers in 9-11,S14852,"The hijackers were organized into four teams, each led by a pilot-trained hijacker with four ""muscle hijackers"" who were trained to help subdue the pilots, passengers, and crew.",0
Q14853,who were the hijackers in 9-11,S14853,"The first hijackers to arrive in the United States were Khalid al-Mihdhar and Nawaf al-Hazmi , who settled in the San Diego area in January 2000.",0
Q14854,who were the hijackers in 9-11,S14854,"They were followed by three hijacker-pilots, Mohamed Atta , Marwan al-Shehhi , and Ziad Jarrah early in the summer of 2000 to undertake flight training in south Florida .",0
Q14855,who were the hijackers in 9-11,S14855,"The fourth hijacker-pilot, Hani Hanjour , arrived in San Diego in December 2000.",0
Q14856,who were the hijackers in 9-11,S14856,"The rest of the ""muscle hijackers"" arrived in the spring and early summer of 2001, just months before the September 11 attacks .",0
Q14857,what was muhammad's vision,S14857,"Abū al-Qāsim Muḥammad ibn ʿAbd Allāh ibn ʿAbd al-Muṭṭalib ibn Hāshim () ( circa| 570 – circa| 8 June 632), also transliterated as Muhammad (), was a religious, political, and military leader from Mecca who unified Arabia into a single religious polity under Islam .",0
Q14858,what was muhammad's vision,S14858,He is believed by Muslims and Bahá'ís to be a messenger and prophet of God .,0
Q14859,what was muhammad's vision,S14859,Muhammad is almost universally considered by Muslims as the last prophet sent by God for mankind.,0
Q14860,what was muhammad's vision,S14860,Non-Muslims regard Muhammad as the founder of Islam.,0
Q14861,what was muhammad's vision,S14861,"Muslims consider him to be the restorer of an unaltered original monotheistic faith of Adam , Noah , Abraham , Moses , Jesus , and other prophets .",0
Q14862,what was muhammad's vision,S14862,"Born in about 570 CE in the Arabian city of Mecca , he was orphaned at an early age and brought up under the care of his uncle Abu Talib .",0
Q14863,what was muhammad's vision,S14863,"He later worked mostly as a merchant, as well as a shepherd, and was first married by age 25.",0
Q14864,what was muhammad's vision,S14864,"Being in the habit of periodically retreating to a cave in the surrounding mountains for several nights of seclusion and prayer, he later reported that it was there, at age 40, that he received his first revelation from God.",0
Q14865,what was muhammad's vision,S14865,"Three years after this event Muhammad started preaching these revelations publicly, proclaiming that "" God is One "", that complete ""surrender"" to Him (lit.",0
Q14866,what was muhammad's vision,S14866,"islām ) is the only way ( dīn ) acceptable to God, and that he himself was a prophet and messenger of God, in the same vein as other Islamic prophets .",0
Q14867,what was muhammad's vision,S14867,"Muhammad gained few followers early on, and was met with hostility from some Meccan tribes ; he and his followers were treated harshly.",0
Q14868,what was muhammad's vision,S14868,"To escape persecution, Muhammad sent some of his followers to Abyssinia before he and his followers in Mecca migrated to Medina (then known as Yathrib) in the year 622.",0
Q14869,what was muhammad's vision,S14869,"This event, the Hijra , marks the beginning of the Islamic calendar , which is also known as the Hijri Calendar.",0
Q14870,what was muhammad's vision,S14870,"In Medina, Muhammad united the tribes under the Constitution of Medina .",0
